code,name,listing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_date,board,offering_type,is_latest,offer_price_low,offer_price_high,issue_price,board_lot,market_cap_hkdm,offer_shares,public_offer_shares,placing_shares,gross_proceeds_hkd,net_proceeds_hkd,proceeds_currency,use_of_proceeds,public_subscription_multiple,international_subscription_multiple,valuation_metric,source_table,public_subscription_multiple_ballot,one_lot_success_rate_pct,industry_level_1,industry_level_2,total_applicants,name_cs,cornerstone_count,cornerstone_amount_hkd,cornerstone_top_names,cornerstone_quality_score,lockup_end_date,record_date,margin_amount_hkd,margin_multiple,margin_over_text,underwriter_count,top_underwriters,bookrunner_count,top_bookrunners,lifecycle_stage,pre_listing_score,decision_tier,model_recommendation,risk_tags
6168.HK,周六福,2025-06-26,2025-07-23,2025-06-18,2025-06-23,2025-06-18,2025-06-25,主板,"发售以供认购,发售以供配售",是,24.0,24.0,24.0,100,2424.2,46808000,4680800,42127200,1485684000.0,1379970000.0,HKD,约50.0%将分配用于扩大和加强公司的销售网络;约20.0%将用于加强公司的品牌;约20.0%将分配用于提升公司的产品供应及加强公司的产品设计及开发能力;约10.0%将分配作运营资金及一般企业用途。,711.11,13.55,38.786668450552,首发信息一览,711.11,0.82,非必需性消费,非日常生活消费品,126409,周六福,8.0,576247327.3029,深圳市罗湖投资控股有限公司；永诚贰号香港有限公司；Jump Trading Pacific Pte. Ltd.；凯因家族办公室有限公司；Seraphim Advantage Inc.,55.0,2025-12-26,2025-06-23,66832770000,772.0952,超购于593.9194倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,69.8,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,孖展拥挤；一手中签率低；基石阵容较多
2508.HK,圣贝拉集团,2025-06-26,2025-07-23,2025-06-18,2025-06-23,2025-06-18,2025-06-25,主板,"发售以供认购,发售以供配售",是,6.58,6.58,6.58,500,3323.18,95420000,9542000,85878000,804052970.0,709080000.0,HKD,约29%将用于扩展产后护理网络;约37%将用于推出新服务及产品;约6%将用于培训专业家庭护理专家;约18%将用于研发活动;约9%将用作营运资金及其他一般企业用途。,193.0,15.59,40.375876479879,首发信息一览,193.0,2.54,非必需性消费,医疗保健,52464,圣贝拉集团,7.0,324643434.0,JKKB Limited；汪牵擎；GIMM Holding Limited；SS Morgan Capital Limited；敏睿商务咨询有限公司,55.0,2025-12-26,2025-06-23,9608470000,197.6446,超购于152.0343倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,59.2,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,一手中签率低；基石阵容较多
6883.HK,颖通控股,2025-06-26,2025-07-23,2025-06-18,2025-06-23,2025-06-24,2025-06-26,主板,"发售以供认购,发售以供配售",是,2.8,3.38,2.88,1000,3414.09,333400000,33340000,300060000,960192000.0,882520000.0,HKD,"约15.0%进一步发展公司的自有品牌及收购或投资外部品牌。约55.0%发展及扩大公司的直销渠道。约10.0%加速数字化转型。约10.0%提升集团的知名度及声誉。约10.0%营运资金及一般企业用途,以支持公司的业务营运及增长。",35.84,3.5,,首发信息一览,35.84,10.0,医疗保健业,日常消费品,31796,,,,,,,2025-06-23,3425940000,35.87,超购于29.4016倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,45.9,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
2643.HK,曹操出行,2025-06-25,2025-07-21,2025-06-17,2025-06-20,2025-06-17,2025-06-24,主板,"发售以供认购,发售以供配售",是,41.94,41.94,41.94,100,4236.3,44178600,4417900,39760700,1852850484.0,1718350000.0,HKD,"所得款项净额约19.0%将在未来三年内用于改进公司的车服解决方案及改善公司的服务质量。所得款项净额约18.0%将在未来三年内用于提升并推出一系列定制车。所得款项净额约17.0%将在未来三年用于提升公司的技术及投资自动驾驶。所得款项净额约16.0%将在未来三年内用于扩大公司的地理覆盖范围。所得款项净额约20.0%将用于偿还若干银行借款的部分本金及利息,有关银行借款的本金分别为人民币116百万元、人民币150百万元、人民币160百万元及人民币200百万元,固定期限为一年。所得款项净额约10.0%预期将用作营运资金及其他一般公司用途。",21.14,2.78,51.359783653218,首发信息一览,21.14,50.0,非必需性消费,信息技术,25263,曹操出行,6.0,951620000.0,未来资产证券(香港)有限公司；无极资本管理有限公司；国轩高科(香港)有限公司；Mercedes-Benz Mobility Services GmbH；亿纬亚洲有限公司,50.0,2025-12-25,2025-06-20,2178030000,13.1209,超购于10.7549倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,51.8,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,基石阵容较多
2619.HK,香江电器,2025-06-25,2025-06-24,2025-06-17,2025-06-20,2025-06-23,2025-06-24,主板,"发售以供认购,发售以供配售",是,2.86,3.35,2.86,1000,3383.79,68220000,6822000,61398000,195109200.0,155570000.0,HKD,"约占所得款项净额的41.9%,将用于设立泰国厂房以增强全球布局。约占所得款项净额的15.8%,将用于自动化与数字化升级改造以实现可持续增长。约占所得款项净额的37.3%,将用于设立新研发中心。占所得款项净额的5.0%,将用作集团的一般营运资金。",852.38,1.08,44.444444444444,首发信息一览,852.38,10.0,非必需性消费,非日常生活消费品,48554,香江电器,3.0,86715200.0,湖北顺捷投资(香港)有限公司；香港兴黄控股有限公司；香港云星科技贸易管理有限公司,50.0,2030-06-25,2025-06-20,15339120000,871.2438,超购于670.1875倍,,,1.0,农银国际融资有限公司,已上市/半新股,63.1,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,孖展拥挤
2050.HK,三花智控,2025-06-23,2025-07-18,2025-06-13,2025-06-18,2025-06-19,2025-06-20,主板,"发售以供认购,发售以供配售",是,21.21,22.53,22.53,100,2275.72,360330000,25223100,335106900,10736365092.0,10567000000.0,HKD,"所得款项净额约30%将用于产品组合的持续全球研发及创新,包括公司的技术、现有产品、新产品及新兴业务,以巩固公司的现有实力,并于未来三年实现持续增长。所得款项净额约30%将用于未来三年内于中国扩建及新建工厂以及提高生产自动化水平,以进一步提高公司的产能及效率。所得款项净额约25%将用于通过扩大公司的海外产能深化全球化布局,预期可使公司在未来三年内把握全球范围内的新商机,深化实施供应链本地化策略。所得款项净额约5%将用于在未来三年内加强公司的数字智能基础设施,提高供应链管理、研发、生产、质量控制、销售及运营等多项业务流程的数字化能力。所得款项净额约10%将用作营运资金及一般企业用途。",747.92,23.57,41.063968691649,首发信息一览,747.92,15.0,工业,非日常生活消费品,334840,三花智控,17.0,4408777600.0,Schroders；新加坡政府投资公司；Verition Fund Management LLC；Green Better Limited；钟鼎资本八期投资有限公司,60.0,2025-12-23,2025-06-18,340625870000,777.9222,超购于598.4017倍,,,1.0,农银国际融资有限公司,已上市/半新股,77.4,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,孖展拥挤；基石阵容较多
2609.HK,佰泽医疗,2025-06-23,2025-06-20,2025-06-13,2025-06-18,2025-06-19,2025-06-20,主板,"发售以供认购,发售以供配售",是,4.22,6.75,4.22,600,4090.85,133105800,13311000,119794800,561706476.0,467800000.0,HKD,"约35.7%用于持续强化公司的肿瘤全周期医疗服务,主要通过采购医疗设备,聘请医疗专业人员。约30.6%用于在有适当机会出现时在符合以下标准的新市场收购医院:(i)人口规模较大;(ii)经济发展达到一定水平;及(iii)由于公司的专科肿瘤领域(如消化系统肿瘤、肺癌及乳腺癌)的医疗资源相对稀缺而存在需求缺口的省份及/或城市,包括但不限于公司已涉足的天津市、安徽省、山西省及河南省以及公司尚未涉足的山东省、湖北省、湖南省及浙江省。约15.3%用于扩展公司的医院管理业务,包括但不限于增强公司的信息系统及平台以及招聘运营管理专业人员。约10.2%用于升级公司的信息技术基础设施及/或系统。约8.1%用作营运资金及其他一般企业用途。",25.92,0.98,26.533629638979,首发信息一览,25.92,20.0,医疗保健业,医疗保健,24054,佰泽医疗,1.0,149041116.0,Harvest Oriental SP,50.0,2025-12-23,2025-06-18,1701990000,21.8901,超购于17.9427倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,46.9,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
2617.HK,药捷安康-B,2025-06-23,2025-06-20,2025-06-13,2025-06-18,2025-06-13,2025-06-20,主板,"发售以供认购,发售以供配售",是,13.15,13.15,13.15,500,6641.31,15281000,1528500,13752500,200945150.0,161340000.0,HKD,约90.0%将用于为公司的核心产品Tinengotinib正在进行单药治疗CCA的多区域注册III期临床试验提供资金;及约10.0%将分配用于公司的一般营运资金及一般公司用途。,3419.87,0.97,63.96178260585,首发信息一览,3419.87,0.8,医疗保健业,医疗保健,135427,药捷安康-B,5.0,128528100.0,江北医药科技(香港)有限公司；华盛敦行有限公司；药石地平线资本有限公司；科瓴安(香港)科技有限公司；康方生物科技(开曼)有限公司,50.0,2025-12-23,2025-06-18,54591650000,3628.9518,超购于2791.5014倍,,,,,已上市/半新股,74.3,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,公开超购极热；孖展拥挤；一手中签率低；基石阵容较多
3288.HK,海天味业,2025-06-19,2025-07-17,2025-06-11,2025-06-16,2025-06-16,2025-06-18,主板,"发售以供认购,发售以供配售",是,35.0,36.3,36.3,100,3666.62,263237500,15794300,247443200,10571445720.0,10446460000.0,HKD,"所得款项净额约20.0%将用于产品开发以及前沿技术的研发和工艺升级;所得款项净额约30.0%将用于产能扩张、采纳新技术及供应链的数字化升级;所得款项净额约20.0%将用于通过建立公司的全球品牌形象、拓展销售渠道以及提升海外供应链能力,以提升公司的全球影响力;所得款项净额约20.0%将用于增强公司的销售网络及提升其渗透能力;所得款项净额约10.0%将用作营运资金及一般企业用途。",918.15,22.93,44.126414906286,首发信息一览,918.15,5.0,必需性消费,日常消费品,379668,海天味业,8.0,4664800000.0,"HHLR Advisors, Ltd.；GIC Private Limited；RBC China Equity Fund以及RBC Asia Pacific ex-Japan Equity Fund及RP - Fonds Institutionnel - Actions marchés émergents；源峰基金管理有限公司；UBS Asset Management (Singapore) Ltd.",60.0,2025-12-19,2025-06-16,400510540000,906.8347,超购于697.5651倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,78.8,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,孖展拥挤；一手中签率低；基石阵容较多
9881.HK,容大科技,2025-06-10,2025-07-07,2025-05-30,2025-06-05,2025-06-06,2025-06-09,主板,"发售以供认购,发售以供配售",是,10.0,12.0,10.0,500,6060.51,18400000,1840000,16560000,184000000.0,131200000.0,HKD,所得款项净额约36.5%将用于进行研发活动以扩大产品组合及提高研发能力。所得款项净额约33.4%将用于增强生产效率及效益。所得款项净额约20.1%将用于扩大销售网络及国际版图。所得款项净额约10.0%用作营运资金及一般企业用途。,275.96,0.96,43.641304347826,首发信息一览,275.96,6.01,资讯科技业,信息技术,26751,容大科技,7.0,80300000.0,Main Achieve Holdings Limited；林小坚；香港临泰微科技有限公司；中晟集团有限公司；曹柯,50.0,2025-12-10,2025-06-05,5324140000,312.1683,超购于240.1295倍,,,1.0,农银国际融资有限公司,已上市/半新股,54.6,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,基石阵容较多
2605.HK,元光科技,2025-06-10,2025-06-09,2025-06-02,2025-06-05,2025-06-02,2025-06-09,主板,"发售以供认购,发售以供配售",是,9.75,9.75,9.75,400,3939.34,24856000,2485600,22370400,242346000.0,159730000.0,HKD,"所得款项净额的约45%将用于增强公司的技术能力;所得款项净额的约30%将用于销售及营销工作,以增强公司的市场占有率及品牌知名度;所得款项净额的约15%将用于自2025年至2027年招募约15名人才团队,包括(i)优化现有功能并将更多AI特色融入公司现有产品的产品开发专业人才,(ii)管理及营运该等产品并监督与用户及客户互动的营运专业人员,及(iii)在公司计划扩展的产业具有专业经验的专家;所得款项净额的约10%预期将用于营运资金及一般公司用途。",274.44,2.49,,首发信息一览,274.44,45.0,非必需性消费,通讯业务,32176,,,,,,,2025-06-05,5169590000,276.0087,超购于212.3144倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,52.1,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,等待更多结构数据
2573.HK,新琪安,2025-06-10,2025-06-09,2025-05-30,2025-06-05,2025-06-06,2025-06-09,主板,"发售以供认购,发售以供配售",是,18.9,20.9,18.9,200,4222.16,10585400,1058600,9526800,200064060.0,164150000.0,HKD,约21.3%用于泰国工厂的异麦芽酮糖醇生产;约55.3%用于生产海藻膳食纤维及丝氨酸;约13.4%在未来两年用于提升研发能力;约10.0%用作营运资金及一般企业用途。,149.37,0.93,29.990394076777,首发信息一览,149.37,10.0,必需性消费,日常消费品,21482,新琪安,2.0,60000000.0,合赢香江控股有限公司；The Reynold Lemkins Group (Asia) Limited,50.0,2025-12-10,2025-06-05,2899750000,169.0827,超购于130.0636倍,,,1.0,农银国际融资有限公司,已上市/半新股,48.9,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
2621.HK,手回集团,2025-05-30,2025-06-26,2025-05-22,2025-05-27,2025-05-28,2025-05-29,主板,"发售以供认购,发售以供配售",是,6.48,8.08,8.08,400,3264.59,24358400,2436000,21922400,196815872.0,134220000.0,HKD,"约60%预期将在未来60个月用于加强及优化公司的销售及营销网络以及改善公司的服务;约20%预期将在未来60个月用于提升公司的研发能力及改善公司的技术基础设施;约10%预期将用于甄选合并、收购及战略投资,包括继续寻求可补充或提升公司现有业务及对公司未来36至60个月的长远目标具有战略裨益的潜在业务;约10%预期将在未来60个月用作营运资金及一般企业用途。",990.0,1.13,24.924461376774,首发信息一览,990.0,5.0,金融业,金融,53647,手回集团,2.0,49055296.0,海泰(香港)有限公司；韬越实业有限公司,50.0,2025-11-30,2025-05-27,16444700000,1084.8271,超购于834.4824倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,63.9,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,孖展拥挤；一手中签率低
2603.HK,吉宏股份,2025-05-27,2025-05-26,2025-05-19,2025-05-22,2025-05-23,2025-05-26,主板,"发售以供认购,发售以供配售",是,7.48,10.68,7.68,500,5393.85,67910000,6791000,61119000,521548800.0,415200000.0,HKD,"约40%将用于海外市场拓展;约35%将用于公司在以下各项的技术开发(1)公司的研发能力;(2)数据分析能力,提升公司的业务效率;及(3)吉喵云,拓宽公司的收入来源;约15%将用于扩大公司的品牌组合及发展公司现有的自主开发品牌;约10%将用作营运资金及用于一般企业用途。",49.39,1.62,29.804152554852,首发信息一览,49.39,50.0,非必需性消费,非日常生活消费品,18521,吉宏股份,3.0,155443200.0,沈臻宇；昱龙国际资本有限公司；Timber Kangaroo Capital Limited,50.0,2025-11-27,2025-05-22,2915520000,48.6062,超购于39.1986倍,,,,,已上市/半新股,48.8,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
